"","R","C1","C2","P1","P2"
"1",0.562017616453556,0.00222639259176953,1.81519988950954,0.00688422464260722,0.0872659654116376
"2",0.238250490726102,0.00298738944110165,1.91368673675758,0.0042101231045601,0.137499354400728
"3",0.0637782512762602,0.00238373284054505,1.27553102278627,0.00257575740907761,0.210434927072294
"4",0.15357686800396,0.00166517205893022,0.692132262856046,0.00157166362594753,0.28671477242862
"5",0.860214402903575,0.00230956217427981,0.578684050844948,0.000958647841708065,0.35208732843185
"6",1.03326783331343,0.00458330003100393,0.601425378113983,0.00058744125684281,0.429956191909762
"7",1.03772283975348,0.00924688298255295,0.584893402862683,0.000363762657321825,0.526563592666053
"8",1.0536906049569,0.0187170657537904,0.505941157096082,0.000229993874242902,0.63157245980169
"9",1.08377128051431,0.0381732526913019,0.370645667868355,0.000151475866680145,0.715827362433378
"10",1.11348747462582,0.0785952402330069,0.222723329039712,0.000107829989179462,0.733931829790264
"11",1.12099421559758,0.162776594107332,0.116830576084809,8.81291317007046e-05,0.664304853968568
"12",1.08793768848511,0.336071038731338,0.0629981968316999,8.9251938839319e-05,0.543330789379294
"13",0.987854175537522,0.680895476596706,0.0393154322076587,0.000118463604565271,0.419494319719186
"14",0.747202632274808,1.30181303690656,0.0283689249283221,0.000204395042612203,0.314893084056506
"15",0.20087114893367,1.92769905661885,0.0197476092051162,0.000423017342572766,0.232589314806615
"16",0.00419847463039591,1.14695270347742,0.00756679936358922,0.00086245575570403,0.168215980369387
"17",0.003909810384454,0.550882453333207,0.00272012266746849,0.00139430439494818,0.119652169263905
"18",0.0499031731791277,0.284419150985872,0.00112638533456867,0.00170489033875365,0.084610473623035
"19",0.778260367996713,0.31083608729958,0.000903141389168427,0.00180991639423086,0.059729179801052
"20",1.01450550558463,0.614058525867696,0.0012135783308612,0.00230989281441118,0.042174312996488
"21",0.809986080665043,1.19097226039112,0.00165593488838532,0.00384572244417126,0.0298021272873735
"22",0.313291163489557,1.91348509073427,0.00198627358852331,0.00781530796553286,0.0210778110566493
"23",0.00640240859671587,1.29815935745233,0.0012172871726244,0.0163326265171481,0.014902062790256
"24",0.0032718574142948,0.609640821030022,0.00056949635201024,0.0275566627372437,0.0105182116755317
"25",0.0345589468030587,0.291319829844392,0.000278775154434771,0.0346431909033428,0.00741721723612226
"26",0.684128434954456,0.264471279779378,0.000232903841361226,0.0358564059174615,0.00522868066441571
"27",1.05059249933487,0.485337438869722,0.0003418899224969,0.0422644653644492,0.00368624338885092
"28",0.918866740659743,0.902786230984607,0.00050803788790051,0.0637987349472782,0.00259955124630931
"29",0.619241147048756,1.52310423544709,0.000706090549918179,0.119095172493806,0.00183390632910564
"30",0.113896500443299,1.69488840611023,0.000729863046944493,0.249354701381306,0.00129415203274033
"31",0.0204997661093486,0.690814647844062,0.000406220841868822,0.459951891185014,0.000912910309180075
"32",0.288564347381123,0.176488508933914,0.000258372957684182,0.540382926085805,0.000643644063785174
"33",1.13733036820023,0.0873136717201338,0.00035402974410138,0.446461942831029,0.000453783190425456
"34",1.17967832035304,0.0620090113454782,0.000551175760343456,0.331297832181047,0.000320025252174046
"35",1.18217318550817,0.0582367018002255,0.00086053404118006,0.237763625077843,0.00022580804690495
"36",1.17968374035203,0.0688800254815938,0.0013436963935019,0.172187639443346,0.000159454642221103
"37",1.17230862701801,0.0959327742499149,0.00209630048199078,0.130414788804291,0.000112737443405202
"38",1.15751063949119,0.148462989928056,0.00326338805117685,0.107600914081102,7.98592881073067e-05
"39",1.12982954015853,0.243873707034153,0.00505830441897231,0.10146643099429,5.67352113332354e-05
"40",1.07932808446153,0.409183795258111,0.00777496891566759,0.114418788794638,4.04859096518385e-05
"41",0.989729255517118,0.674035909011996,0.0117564940407278,0.157665183942873,2.90798165057637e-05
"42",0.840333990252283,1.03084152164763,0.0172043838629745,0.260598621761133,2.10786837174475e-05
"43",0.634657647570783,1.31662276826823,0.0235902121212863,0.487355475592826,1.54543040784136e-05
"44",0.535967981002497,1.12956470752732,0.0295836166074819,0.932896386738911,1.14624262803575e-05
"45",0.911784011981335,0.391254598415618,0.0394188196413397,1.47500994982415,8.61187146726355e-06
"46",1.16766409176948,0.0210352001315942,0.0601567646834929,1.22973098172907,6.64064754297617e-06
"47",1.17793515341862,0.00199286535005463,0.0938894183840598,0.762937880887796,5.34641178857513e-06
"48",1.16688857006403,0.000612582233714113,0.146411303173886,0.464235704145235,4.57201861400509e-06
"49",1.14818573755427,0.000398416954926223,0.227609675787742,0.281930829419937,4.22973230021704e-06
"50",1.11848528108294,0.000407593002790767,0.352033884501451,0.171171328796278,4.30415311868061e-06
"51",1.07131862317982,0.000545299685157086,0.539874791178422,0.103949319618551,4.86753096664914e-06
"52",0.995885274281273,0.000848476202809939,0.815996318212655,0.0631698268477731,6.11947770429351e-06
"53",0.873633179080575,0.00141531896378024,1.20113226639643,0.0384402686741588,8.46459122827245e-06
"54",0.671022478634566,0.00234808565553249,1.67486108186383,0.0234473431294221,1.26411572111221e-05
"55",0.336446227882326,0.00338850060196069,2.02667468282179,0.014349859708159,1.98503801905935e-05
"56",0.0488596372674009,0.00287450744609303,1.57399282850282,0.00879418538566803,3.11768264744308e-05
"57",0.0294436007712902,0.00157242881011853,0.850955065594046,0.00536970503183864,4.46254519037558e-05
"58",0.212170557383589,0.00107165123233772,0.544745048827478,0.00326904215253202,5.58905507288654e-05
"59",0.928738463046662,0.00166785808260625,0.672386539256343,0.00199039272428979,6.79203636390885e-05
"60",0.936994992535072,0.0032717207317996,0.996259996900435,0.00121611926596037,8.98289867514852e-05
"61",0.782545141779289,0.00619841131672038,1.43334180313321,0.000748274555699193,0.000129503178880617
"62",0.517274719915509,0.0105746431882791,1.89442885793046,0.000465757353615148,0.000199106724042593
"63",0.1420448992481,0.0129189420140137,1.91548540675148,0.000293486802609986,0.000315445175562453
"64",0.0251019468189113,0.00819497817709225,1.14582528565401,0.000184084662078634,0.000476951329104589
"65",0.0661956651311669,0.00468466926485308,0.630387964148946,0.000113832264049309,0.000634452272466148
"66",0.629911110320244,0.00491025530314732,0.563135496895121,6.99994171400532e-05,0.000763282902734122
"67",0.975348167239042,0.00937998538849888,0.813159232117844,4.33712163553637e-05,0.000961686218098616
"68",0.868586031330085,0.0182826894071654,1.19315876940061,2.74189925287902e-05,0.00132863318518942
"69",0.660973876221731,0.0332905457986474,1.65771177930442,1.79545093404549e-05,0.0019810459793568
"70",0.315219101588438,0.0502120996780735,1.98038843679614,1.23331162555373e-05,0.00310294945811812
"71",0.042019588578782,0.0422014848558872,1.48064764521036,8.63278574854751e-06,0.00483858797738293
"72",0.0296306480187918,0.0233180762392818,0.789783816361556,5.76323947095626e-06,0.0068224162775455
"73",0.237086005661206,0.0164885408375925,0.51152648632238,3.70223496215993e-06,0.00839248625822701
"74",0.945828689040104,0.026659882880534,0.641053484994962,2.38873559363378e-06,0.0100667630724792
"75",0.93581026032381,0.0526401839708043,0.942503029375777,1.62233737559259e-06,0.0131518441133016
"76",0.774519350782587,0.0998540079821118,1.34107235203589,1.20870061549134e-06,0.0187176586859876
"77",0.491802357285516,0.16892681027993,1.73815904028436,1.02536796070395e-06,0.0283855289782946
"78",0.110231117684622,0.194735310870256,1.64974078039185,9.69193495017566e-07,0.0441352374323621
"79",0.0231233480284651,0.117108586249368,0.915682019720408,8.6084091001234e-07,0.0642446964521037
"80",0.0904057728432582,0.0688492577364667,0.482932605520216,6.64188520338607e-07,0.0804595925466376
"81",0.784030431124203,0.0835718064570594,0.442176648136953,4.90166629236073e-07,0.0908058475419767
"82",0.992153237867941,0.164158673008311,0.592165850825582,4.03338361175106e-07,0.106791903701681
"83",0.879901075751791,0.321448796581086,0.787938750075254,4.06178366939792e-07,0.135299153797308
"84",0.663899856010798,0.587773143327529,0.980340506089969,5.20314994791551e-07,0.182390676123795
"85",0.282396767203251,0.873370510570633,1.00291075489518,8.18711632172517e-07,0.253948014905466
"86",0.0330437148234553,0.676506322350426,0.556978031414183,1.34117643438895e-06,0.333667300255993
"87",0.0475701700786665,0.379153086334308,0.196884024698926,1.81589231530274e-06,0.354239224199912
"88",0.511892125532512,0.349043134862646,0.0925582762075996,2.09284832414163e-06,0.307156493123002
"89",0.957250380799928,0.64934288928189,0.0807668042104175,2.75029980896956e-06,0.250710338529151
"90",0.752968366545426,1.2386750819566,0.0784518944992844,4.66105494795166e-06,0.203063057653147
"91",0.227920073218805,1.87103426059898,0.0680421020158252,9.52437721655315e-06,0.163377489042714
"92",0.0050719954765826,1.15637847366472,0.0304942509505156,1.93996294875876e-05,0.126030176870603
"93",0.00419311547048485,0.557551175681906,0.0118403269743513,3.14839782925944e-05,0.0922681763147637
"94",0.0503393335841237,0.289299867861552,0.00515228869409798,3.87128105310203e-05,0.0660470373053824
"95",0.771461643347629,0.316556541622881,0.00425825947836808,4.13710278369339e-05,0.0469436497955351
"96",1.00903874901385,0.626220893577658,0.00584132238088227,5.31930160898324e-05,0.033408969980095
"97",0.797635268317222,1.21476054764342,0.00807305307350754,8.92138849543256e-05,0.0238686923619436
"98",0.284736467002988,1.92594907506311,0.00964989039500784,0.000182160604511506,0.0171251671993632
"99",0.0053984116801793,1.26557098704444,0.00576597108664373,0.000378935773215436,0.0122617526025744
"100",0.0029810555124284,0.608108494023577,0.0027048480146533,0.000635631652896565,0.00871039075767858
"101",0.0298135607958512,0.304535246738798,0.00132020179642718,0.000805301301226177,0.00616118160639545
"102",0.612595925113315,0.280439183793916,0.00105406992191218,0.000849783485690954,0.00435080283509934
"103",1.03036225319524,0.543312184601728,0.00153082786030188,0.00103473612222101,0.00307344424722207
"104",0.860537012605262,1.06866773486413,0.00225521207024146,0.0016490001815347,0.00217379274420851
"105",0.425730732394618,1.82564117072404,0.00297314039775146,0.00326385210572409,0.00153986375986616
"106",0.0112322777115684,1.46887136105462,0.00215058340771973,0.00692654507369269,0.00109103951508503
"107",0.00259737411547248,0.703969981820528,0.00103418228114583,0.0122639209345327,0.000771133950518331
"108",0.0177120163133645,0.337819653796839,0.000503535008543871,0.0163616228610969,0.00054415205358488
"109",0.424505065558518,0.252136648387845,0.000352485737237714,0.0173472528780228,0.000383718542890062
"110",1.04524247955193,0.452779057363573,0.000498143830237022,0.0198769386824897,0.000270595265442892
"111",0.931343291508821,0.875800562651635,0.000746234566659138,0.0294146173046816,0.00019090002751068
"112",0.619065061073998,1.54981403213839,0.00104473547254882,0.0547605662908736,0.000134753012825686
"113",0.0761102103892315,1.75922381815694,0.00104099401908418,0.115788374168608,9.5160454041733e-05
"114",0.00667566475071254,0.795368950489596,0.00053894569313793,0.218193024794174,6.71560964723611e-05
"115",0.0485690778470775,0.267424488971763,0.000274778351595062,0.286903393570639,4.73555537363867e-05
"116",0.862852183744602,0.156091160600236,0.000259976076594756,0.268429258910706,3.33834677975534e-05
"117",1.14405599205182,0.172931437593409,0.000396627844602474,0.240920508412154,2.35374226036297e-05
"118",1.13692748444676,0.210184488035169,0.000614444346453623,0.226947325424062,1.66012600503396e-05
"119",1.11966373157933,0.266739159604178,0.000949151627472265,0.230062637705229,1.17155499297229e-05
"120",1.0955362686216,0.341244970354246,0.00145941351723524,0.254923152921524,8.27466204739557e-06
"121",1.06697980012693,0.421757637974871,0.00223016386931018,0.308939583283314,5.85183229600592e-06
"122",1.04332139034075,0.475628045488004,0.00338569636182409,0.400732470243385,4.14633116828182e-06
"123",1.04360676582908,0.449484033529072,0.00512275402871015,0.528313855388818,2.94628948823754e-06
"124",1.08324123091493,0.31462706814501,0.00778865841578289,0.644769370785436,2.10258882656518e-06
"125",1.13922145227575,0.15279566146878,0.0119857773153179,0.644499611392027,1.51046013784774e-06
"126",1.1710808885123,0.0678280312290828,0.0186304723389649,0.513187628193663,1.09631681205385e-06
"127",1.18009687924845,0.0403951674513661,0.0290752100165315,0.361088506256493,8.08404626653559e-07
"128",1.17916096837033,0.0348590283042275,0.0454071180579411,0.24417034019873,6.10438830604333e-07
"129",1.1723843639284,0.0401654416982806,0.0708554991059933,0.165195978864024,4.77283247793105e-07
"130",1.15905933640676,0.0562585923148585,0.110340014995494,0.114977768686672,3.92017073489363e-07
"131",1.13560685108693,0.0890769112220262,0.171174842841325,0.0850133577177352,3.44089873246663e-07
"132",1.09481613153678,0.151234566112979,0.263732159581915,0.0697474046023681,3.28430628831496e-07
"133",1.02310934736364,0.264232605551173,0.401171978494221,0.0669019744963587,3.45501179059499e-07
"134",0.894704064415939,0.456147454187065,0.59484094057919,0.0783113623170508,4.02320091528155e-07
"135",0.659908972584329,0.730038761815334,0.831719008554941,0.112341868972333,5.138953230132e-07
"136",0.258760161813502,0.897522595534849,0.969058614158326,0.185819819603305,6.9924785504528e-07
"137",0.0371982237631459,0.494208746612521,0.666951049108343,0.289681944221177,9.3133908463261e-07
"138",0.0976417355762008,0.159096152469239,0.386481960536445,0.314797550061798,1.09020334145315e-06
"139",0.81643842225794,0.0937610304395647,0.397137868590531,0.256216664641461,1.18043994046006e-06
"140",1.01454347050736,0.100902320147297,0.590644398633159,0.200865736961357,1.36914944280046e-06
"141",0.92745420810939,0.12464962150053,0.878727326545926,0.163078603293029,1.75663001166047e-06
"142",0.771039840454806,0.161904804815601,1.25955826169237,0.140941042494302,2.46393988907492e-06
"143",0.50847699221293,0.200245721944765,1.65617506304521,0.131030309299542,3.6964239551149e-06
"144",0.14649228586497,0.182093700287301,1.67119059193179,0.125554615111997,5.72188881063906e-06
"145",0.0320019201453658,0.0883876357000827,1.02323136343446,0.106650437320735,8.44307031710844e-06
"146",0.0954479476401481,0.0413996452979241,0.59200654503516,0.0767966642200237,1.09859363187039e-05
"147",0.727134805935746,0.0407883953855025,0.58594198242468,0.052112194881435,1.31921626489342e-05
"148",0.946904007359166,0.0693032355032226,0.853078221372393,0.0368493372415831,1.68181804382909e-05
"149",0.807201321957777,0.121678326802744,1.23538001329379,0.028711654176671,2.34583259390283e-05
"150",0.541440388291332,0.197875838737906,1.65312727766015,0.0255591483646348,3.51141984741572e-05
"151",0.142358102918387,0.232987703229081,1.69579912058682,0.0254975246327508,5.44369783625039e-05
"152",0.0202879927950991,0.136668722692243,0.997971270368693,0.0239017589964741,8.02754202468015e-05
"153",0.0512435429845346,0.0710182144473859,0.532659813899653,0.0188661435065347,0.000102984472001895
"154",0.562955042236746,0.0654109033531139,0.445280124848963,0.0136701925879997,0.000117700106277702
"155",0.98416502316713,0.119729763513867,0.638017329356944,0.0105337245768047,0.000139574762825577
"156",0.871889365062879,0.228634555321167,0.939074043948482,0.00954192985526454,0.000182263767756447
"157",0.626080938108623,0.405591393409791,1.29873869041081,0.0106561806864846,0.000258621335220434
"158",0.195312689588856,0.54858501654883,1.44576350382291,0.0142909901148676,0.000385843633777309
"159",0.0155093933908932,0.345856802795176,0.879422422274535,0.0186759884789199,0.000553945158392355
"160",0.0236273538505141,0.171208721390982,0.445559947514737,0.0191607942053553,0.000685563501343687
"161",0.3013151358906,0.119295052291856,0.29749273027551,0.016300959049391,0.000731454091594271
"162",0.991335576843914,0.198461844558435,0.396069168058002,0.0142691825814714,0.000773349732848254
"163",0.927464744641075,0.382092977994027,0.589228747852169,0.0153113640487516,0.000897693700114883
"164",0.697134829034346,0.693418365667269,0.834547267475838,0.0209723323293363,0.00114559722293647
"165",0.246108490384019,0.99584456500584,0.983174597210304,0.0349916076472938,0.00156280817871175
"166",0.0132642881023411,0.636718292103594,0.617603321321532,0.0581858559183166,0.00206922365652139
"167",0.0154490714482569,0.285193495403305,0.306290805139719,0.073907930718134,0.00233889778666208
"168",0.218476401741724,0.157713925508309,0.187116847420418,0.0710734197502259,0.00226904872756036
"169",1.00557396819284,0.220021398199716,0.238153025986414,0.0654652833898572,0.00214261428920741
"170",0.992251850955164,0.386576098949682,0.357708101356071,0.0716503004344306,0.00219591267167574
"171",0.834205015087069,0.659322285416889,0.522318422926658,0.0972679175137162,0.00247988506558153
"172",0.539198283965016,0.993863345988922,0.701423247349968,0.159478743126179,0.00305467148681957
"173",0.128743498036932,0.962450842511942,0.702095769894531,0.28525610814763,0.00393504414993303
"174",0.0483851597240072,0.372199780994127,0.425884991557317,0.42369854671845,0.00473538963713265
